grn_001.jpg	Peteĩ tereré ha iñembojera, oĩva peteĩ poyvi hovy ha puka rehe. Ko tembi'u ha yvytu ko'ãva ha'e hína teko paraguaigua añetẽ, oipyhusáva oñondivepave.
grn_002.jpg	Peteĩ ta'ãnga kuarahy rupa, ha'e hína peteĩ kuña omoĩva pe bandera yvate ha peteĩ mitã iñakãme. Ko ta'ãnga ohechauka pe pytyvõ ha pe ñembo'e oĩva teko Paraguáipe.
grn_003.jpg	Peteĩ tasẽ omombe'u haguã pohã ñana ha tembi'u rekove rupi. Ko'ápe ojehecha mandioca, yvoty ha ambue yvyra rekove, ojeipurúva pohã ha tembi'urã Paraguáipe.
grn_004.jpg	Umi mandioka ha tembi'u yvyguy ojehecháva ko ta'ãngape, oĩva peteĩ merkádope. Ko'ãva ha'e tembi'u tekoha paraguayguáva, ojeipurúva opaite ára.
grn_005.jpg	Peteĩ ta'ãnga religioso oĩva peteĩ koti mármoreme, oñemoĩva peteĩ ao pypóva puka sa'yguápe. Ko ta'ãnga renonde oĩ peteĩ kandela ha peteĩ apo'a ñandutíre, ohechauka haguã pe devoción ha pe sincretismo oĩva Paraguái retãme.
grn_006.jpg	Umi tapicha oñemoambue haguã pe tape renda, omoheñóvo peteĩ tapyte. Ko tembiapo ohechauka pe tekoporã ha pe ñembojoapy oikóva Paraguái retãme.
grn_007.jpg	Peteĩ tava oguata hína yvy tata ári, peteĩ tembiasakue térã jerovia Paraguái peguápe. Ko tembiapo ohechauka pe ñemihuupyhýra ha pe mbarete ñande rekove ha ñande tekoha rupive.
grn_008.jpg	Peteĩ ta'ãnga guasu oñemomboty yvy arete, ha heta tapicha ohecha haguã. Ko mba'e ohechauka pe tekopygua ha umi tembiasu oimeva Paraguay retãme.
grn_009.jpg	Peteĩ chipa, tembi'u Paraguái teete, oĩ peteĩ papépe. Ko pan almidón ha queso rupive ojehecha pe teko paraguaigua rekove ko'ág̃a.
grn_010.jpg	Peteĩ opa'ẽva kuéra oñemohenda peteĩ óga yvyra ha paja rupive, peteĩ tape puku yvoty ha yvy puka gotyo. Ko ta'ãnga ohechauka pe tekoha guaraní, where nature and community are central.
grn_011.jpg	Sopa paraguaya, peteĩ tembi'u tekoporã'ỹva maízýgui ha kesúgui. Ko panndy ojehecha yvytu ha hovy hague, ha ha'e peteĩ tembi'u imbareteva teko paraguáipe.
