grn_001.jpg	Peteĩ tereré ha iñembojera, oĩva peteĩ taly poty ári. Ko tembipuru ko'ãva iñambueve teko paraguayguápe, ojeipuru haguã oñembosára ha oñandu pyhareve térã pyhareve.
grn_002.jpg	Peteĩ ta'ãnga morotĩ kuñambýva ha mita mimbíva, peteĩ yvoty rupi yvate gotyo. Ko ta'ãnga ohechauka pe imbaretehápe ha pe ñembo'e oĩva kuñambépe ha mitãme.
grn_003.jpg	Puesto mbo'ehápe oĩ pohã ñana ha tembi'u tekoha Paraguái peguá. Ojehecha hína mandioca, yvapoti ha ambue pohã ñana ojeipurúva tererépe g̃uarã.
grn_004.jpg	Umi raíra ha pohã ñana oĩva peteĩ merkádore. Ko'ã mba'e niko iñimportanteiterei teko paraguayguápe, oñembohasa haguã hikuái hína umi rembiokuéra ha pohã ñana oipyrupáva ñande reko.
grn_005.jpg	Peteĩ ta'ãnga oĩva peteĩ pano ao po'i ári, ha nderehe oĩ peteĩ kandila. Ko mba'e niko ohechauka pe sincretismo religioso oikovape Paraguáipe.
grn_006.jpg	Umi mbo'ehára ojejapo haguã peteĩ tape pohãrã, omoambue ha omohesãva peteĩ yvyra rógaga. Ko mba'e ohechaukáva ha'e pe tembiapo mbojegua, oikóva Paraguái retãme.
grn_007.jpg	Peteĩ ava oguata hũvape, itatĩ tata reheatingápe. Ko tembiapo ojehecha opaichagua tapichakuéra renondépe, peteĩ tekoporã ha jerovia reheve.
grn_008.jpg	Peteĩ tata guasu oĩ yvy ári, ha heta tapicha ohechávo. Ko ta'ãnga ohechauka peteĩ tembiapo ryguasu, oikóva heta hendápe Paraguay pegua.
grn_009.jpg	Peteĩ chipa, tembi'u Paraguái teete, oĩ peteĩ papel yvytu ári. Ko pan mborayhu ko'ẽva ojejapóva almidón mandioca ha queso rupive.
grn_010.jpg	Peteĩ opa'ẽ yvyra ha paja rupive oñembo'ýva, oĩhápe opaite ava kuéra ha mitãrã. Ko tapiaite ohechauka pe teko rekove guaraní, oĩva yvy puka ha ka'aguy rupi.
grn_011.jpg	Sopa paraguaya, peteĩ pan maíz ha queso horyva. Ko tembi'u ko'ápe ojehecha ha ha'e peteĩ tembi'u tekohápe Paraguáipe.
grn_012.jpg	Peteĩ pýra ha ryguasu vori vori ichapi, oñembojoja rorymente arroz pytãndive. Ko tembi'u ha'e peteĩ rembi'u Paraguái pegua, ojeipurúva opaite aravo.
grn_013.jpg	Sopa paraguaya relleno, peteĩ tembi'u omba'apóva avati ha queso rupive. Ko tembi'u tye'y ojehecha peteĩ tata renondepe, ohechaukáva pe tekoha paraguayguápe.
grn_014.jpg	Peteĩ mbo'eha artesanía rupi, oĩhápe heta tembipuru porã ha ñandutí jerkyva. Ko'ápe ojehecha pe tembiapo manu rupi ha pe teko paraguaigua rekove.
grn_015.jpg	Umi manga hovy oĩ peteĩ mesa yvytére, peteĩ merkado rupi. Ko'ãva ha'e tembi'u ojehecháva heta Paraguái retãme.
grn_016.jpg	Peteĩ kuimba'e oguerekóva pothu pypore ha oñemoĩva tape guasape, ovendéva arandukami jaguarete ha yvytu rupi. Ko tembiapo rapo ha'e peteĩ mba'e ohechaukáva pe teko paraguaygua ha umi aranduka rupi oikóva ñande retãme.
grn_017.jpg	Maní tasyvape, tembi'u ojejapóva chipa ha ambue tembi'u Paraguái peguápe. Ko'ã maní ojeikuaa hetaiterei oñemboguAPY haguã tembi'u ryguasu rupi.
grn_018.jpg	Pe ñandutí, peteĩ ao po'i mbo'ehára, ojekuaa haguã Paraguái reko. Ko ta'ãnga iñepyrũva telaraicha, ohechauka umi kuña kuéra imarangatuva tekoporã ha teko mbo'ehárape.
